"Story","Title","Result","Date","Stability","Duration (s)"
"As a user i can like or unlike thread","User like a thread","FAILURE","2022-07-13T14:58:44.415874+07:00[Asia/Bangkok]","0.0","6.93"
"As a user i can like or unlike thread","User unlike a thread","FAILURE","2022-07-13T14:58:51.3781833+07:00[Asia/Bangkok]","0.0","0.56"
