"Story","Title","Result","Date","Stability","Duration (s)"
"As a user on profil page","User get data profile","FAILURE","2022-07-13T14:58:56.8951016+07:00[Asia/Bangkok]","0.0","0.75"
"As a user on profil page","User update data profile","FAILURE","2022-07-13T14:58:57.6652571+07:00[Asia/Bangkok]","0.0","1.01"
